0.00.210.201 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.210.407 W srv  llama_server: -----------------
0.00.210.409 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.210.409 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.210.409 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.210.409 W srv  llama_server: -----------------
0.00.211.580 I srv    load_model: loading model '/home/funboy/models/gguf/qwen38-flash-next-agenticrequant/trunk-q5k-00001-of-00003.gguf'
0.15.374.357 W read_raw_unsafe: Falling back to buffered IO due to Bad address
0.39.360.582 W read_raw_unsafe: Falling back to buffered IO due to Bad address
1.34.616.509 I cmn          init: llama threadpool init, n_threads = 16
1.35.299.148 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.35.299.183 W srv    load_model: LLAMA_TRACE = 1
1.35.308.167 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
1.35.308.219 I srv  llama_server: model loaded
1.35.308.224 I srv  llama_server: listening on http://127.0.0.1:18431
1.35.625.111 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
19.42.284.674 I slot print_timing: id  0 | task 32541 | n_gen =    100, tg =  30.97 t/s, tg_3s =  31.28 t/s
19.45.310.659 I slot print_timing: id  0 | task 32541 | n_gen =    194, tg =  31.02 t/s, tg_3s =  31.06 t/s
19.48.325.467 I slot print_timing: id  0 | task 32541 | n_gen =    288, tg =  31.07 t/s, tg_3s =  31.18 t/s
19.51.343.762 I slot print_timing: id  0 | task 32541 | n_gen =    382, tg =  31.09 t/s, tg_3s =  31.14 t/s
19.54.348.293 I slot print_timing: id  0 | task 32541 | n_gen =    475, tg =  31.06 t/s, tg_3s =  30.95 t/s
19.57.352.197 I slot print_timing: id  0 | task 32541 | n_gen =    568, tg =  31.04 t/s, tg_3s =  30.96 t/s
20.00.355.325 I slot print_timing: id  0 | task 32541 | n_gen =    661, tg =  31.03 t/s, tg_3s =  30.97 t/s
20.03.378.148 I slot print_timing: id  0 | task 32541 | n_gen =    754, tg =  31.00 t/s, tg_3s =  30.77 t/s
20.06.398.722 I slot print_timing: id  0 | task 32541 | n_gen =    847, tg =  30.98 t/s, tg_3s =  30.79 t/s
20.09.415.245 I slot print_timing: id  0 | task 32541 | n_gen =    940, tg =  30.96 t/s, tg_3s =  30.83 t/s
20.12.418.574 I slot print_timing: id  0 | task 32541 | n_gen =   1032, tg =  30.93 t/s, tg_3s =  30.63 t/s
20.15.450.141 I slot print_timing: id  0 | task 32541 | n_gen =   1125, tg =  30.91 t/s, tg_3s =  30.68 t/s
20.18.456.231 I slot print_timing: id  0 | task 32541 | n_gen =   1217, tg =  30.89 t/s, tg_3s =  30.60 t/s
20.21.483.556 I slot print_timing: id  0 | task 32541 | n_gen =   1310, tg =  30.88 t/s, tg_3s =  30.72 t/s
20.24.513.599 I slot print_timing: id  0 | task 32541 | n_gen =   1403, tg =  30.86 t/s, tg_3s =  30.69 t/s
20.27.517.352 I slot print_timing: id  0 | task 32541 | n_gen =   1495, tg =  30.85 t/s, tg_3s =  30.63 t/s
20.30.549.079 I slot print_timing: id  0 | task 32541 | n_gen =   1588, tg =  30.84 t/s, tg_3s =  30.68 t/s
20.33.579.054 I slot print_timing: id  0 | task 32541 | n_gen =   1681, tg =  30.83 t/s, tg_3s =  30.69 t/s
20.36.582.485 I slot print_timing: id  0 | task 32541 | n_gen =   1773, tg =  30.82 t/s, tg_3s =  30.63 t/s
20.39.611.829 I slot print_timing: id  0 | task 32541 | n_gen =   1866, tg =  30.81 t/s, tg_3s =  30.70 t/s
20.42.642.558 I slot print_timing: id  0 | task 32541 | n_gen =   1959, tg =  30.81 t/s, tg_3s =  30.69 t/s
20.45.649.560 I slot print_timing: id  0 | task 32541 | n_gen =   2051, tg =  30.80 t/s, tg_3s =  30.60 t/s
20.48.652.660 I slot print_timing: id  0 | task 32541 | n_gen =   2143, tg =  30.79 t/s, tg_3s =  30.63 t/s
20.51.659.360 I slot print_timing: id  0 | task 32541 | n_gen =   2235, tg =  30.78 t/s, tg_3s =  30.60 t/s
20.54.665.756 I slot print_timing: id  0 | task 32541 | n_gen =   2327, tg =  30.78 t/s, tg_3s =  30.60 t/s
20.57.669.286 I slot print_timing: id  0 | task 32541 | n_gen =   2419, tg =  30.77 t/s, tg_3s =  30.63 t/s
21.00.685.837 I slot print_timing: id  0 | task 32541 | n_gen =   2511, tg =  30.76 t/s, tg_3s =  30.50 t/s
21.03.700.708 I slot print_timing: id  0 | task 32541 | n_gen =   2603, tg =  30.75 t/s, tg_3s =  30.52 t/s
21.06.713.021 I slot print_timing: id  0 | task 32541 | n_gen =   2695, tg =  30.74 t/s, tg_3s =  30.54 t/s
21.09.738.053 I slot print_timing: id  0 | task 32541 | n_gen =   2787, tg =  30.73 t/s, tg_3s =  30.41 t/s
21.12.756.262 I slot print_timing: id  0 | task 32541 | n_gen =   2879, tg =  30.73 t/s, tg_3s =  30.48 t/s
21.15.774.548 I slot print_timing: id  0 | task 32541 | n_gen =   2971, tg =  30.72 t/s, tg_3s =  30.48 t/s
21.18.803.271 I slot print_timing: id  0 | task 32541 | n_gen =   3063, tg =  30.71 t/s, tg_3s =  30.38 t/s
21.21.830.118 I slot print_timing: id  0 | task 32541 | n_gen =   3155, tg =  30.70 t/s, tg_3s =  30.39 t/s
21.24.861.888 I slot print_timing: id  0 | task 32541 | n_gen =   3247, tg =  30.69 t/s, tg_3s =  30.35 t/s
21.27.883.927 I slot print_timing: id  0 | task 32541 | n_gen =   3339, tg =  30.68 t/s, tg_3s =  30.44 t/s
21.30.901.529 I slot print_timing: id  0 | task 32541 | n_gen =   3431, tg =  30.68 t/s, tg_3s =  30.49 t/s
21.33.929.719 I slot print_timing: id  0 | task 32541 | n_gen =   3523, tg =  30.67 t/s, tg_3s =  30.38 t/s
21.36.930.176 I slot print_timing: id  0 | task 32541 | n_gen =   3614, tg =  30.66 t/s, tg_3s =  30.33 t/s
21.39.962.549 I slot print_timing: id  0 | task 32541 | n_gen =   3706, tg =  30.65 t/s, tg_3s =  30.34 t/s
21.42.971.740 I slot print_timing: id  0 | task 32541 | n_gen =   3797, tg =  30.64 t/s, tg_3s =  30.24 t/s
21.46.004.611 I slot print_timing: id  0 | task 32541 | n_gen =   3889, tg =  30.63 t/s, tg_3s =  30.33 t/s
21.49.032.500 I slot print_timing: id  0 | task 32541 | n_gen =   3981, tg =  30.63 t/s, tg_3s =  30.38 t/s
21.52.043.272 I slot print_timing: id  0 | task 32541 | n_gen =   4072, tg =  30.62 t/s, tg_3s =  30.22 t/s
21.55.046.021 I slot print_timing: id  0 | task 32541 | n_gen =   4163, tg =  30.61 t/s, tg_3s =  30.31 t/s
21.58.050.169 I slot print_timing: id  0 | task 32541 | n_gen =   4254, tg =  30.61 t/s, tg_3s =  30.29 t/s
22.01.066.715 I slot print_timing: id  0 | task 32541 | n_gen =   4345, tg =  30.60 t/s, tg_3s =  30.17 t/s
22.04.072.425 I slot print_timing: id  0 | task 32541 | n_gen =   4436, tg =  30.59 t/s, tg_3s =  30.28 t/s
22.07.080.831 I slot print_timing: id  0 | task 32541 | n_gen =   4527, tg =  30.58 t/s, tg_3s =  30.25 t/s
22.10.088.152 I slot print_timing: id  0 | task 32541 | n_gen =   4618, tg =  30.58 t/s, tg_3s =  30.26 t/s
22.13.099.193 I slot print_timing: id  0 | task 32541 | n_gen =   4709, tg =  30.57 t/s, tg_3s =  30.22 t/s
22.16.115.359 I slot print_timing: id  0 | task 32541 | n_gen =   4800, tg =  30.56 t/s, tg_3s =  30.17 t/s
22.19.129.650 I slot print_timing: id  0 | task 32541 | n_gen =   4891, tg =  30.55 t/s, tg_3s =  30.19 t/s
22.22.143.836 I slot print_timing: id  0 | task 32541 | n_gen =   4982, tg =  30.55 t/s, tg_3s =  30.19 t/s
22.25.164.690 I slot print_timing: id  0 | task 32541 | n_gen =   5073, tg =  30.54 t/s, tg_3s =  30.12 t/s
22.28.179.658 I slot print_timing: id  0 | task 32541 | n_gen =   5164, tg =  30.53 t/s, tg_3s =  30.18 t/s
22.31.191.830 I slot print_timing: id  0 | task 32541 | n_gen =   5255, tg =  30.53 t/s, tg_3s =  30.21 t/s
22.34.212.825 I slot print_timing: id  0 | task 32541 | n_gen =   5346, tg =  30.52 t/s, tg_3s =  30.12 t/s
22.37.226.277 I slot print_timing: id  0 | task 32541 | n_gen =   5437, tg =  30.52 t/s, tg_3s =  30.20 t/s
22.40.244.936 I slot print_timing: id  0 | task 32541 | n_gen =   5528, tg =  30.51 t/s, tg_3s =  30.15 t/s
22.43.266.574 I slot print_timing: id  0 | task 32541 | n_gen =   5619, tg =  30.50 t/s, tg_3s =  30.12 t/s
22.46.284.456 I slot print_timing: id  0 | task 32541 | n_gen =   5710, tg =  30.50 t/s, tg_3s =  30.15 t/s
22.49.295.213 I slot print_timing: id  0 | task 32541 | n_gen =   5801, tg =  30.49 t/s, tg_3s =  30.22 t/s
22.52.323.456 I slot print_timing: id  0 | task 32541 | n_gen =   5892, tg =  30.49 t/s, tg_3s =  30.05 t/s
22.55.352.060 I slot print_timing: id  0 | task 32541 | n_gen =   5983, tg =  30.48 t/s, tg_3s =  30.05 t/s
22.58.356.010 I slot print_timing: id  0 | task 32541 | n_gen =   6073, tg =  30.47 t/s, tg_3s =  29.96 t/s
23.01.365.571 I slot print_timing: id  0 | task 32541 | n_gen =   6163, tg =  30.46 t/s, tg_3s =  29.90 t/s
23.04.371.923 I slot print_timing: id  0 | task 32541 | n_gen =   6253, tg =  30.46 t/s, tg_3s =  29.94 t/s
23.07.387.707 I slot print_timing: id  0 | task 32541 | n_gen =   6343, tg =  30.45 t/s, tg_3s =  29.84 t/s
23.10.419.534 I slot print_timing: id  0 | task 32541 | n_gen =   6434, tg =  30.44 t/s, tg_3s =  30.01 t/s
23.13.449.840 I slot print_timing: id  0 | task 32541 | n_gen =   6525, tg =  30.43 t/s, tg_3s =  30.03 t/s
23.16.454.069 I slot print_timing: id  0 | task 32541 | n_gen =   6615, tg =  30.43 t/s, tg_3s =  29.96 t/s
23.19.454.120 I slot print_timing: id  0 | task 32541 | n_gen =   6705, tg =  30.42 t/s, tg_3s =  30.00 t/s
23.22.460.745 I slot print_timing: id  0 | task 32541 | n_gen =   6795, tg =  30.42 t/s, tg_3s =  29.93 t/s
23.25.474.912 I slot print_timing: id  0 | task 32541 | n_gen =   6885, tg =  30.41 t/s, tg_3s =  29.86 t/s
23.28.485.455 I slot print_timing: id  0 | task 32541 | n_gen =   6975, tg =  30.40 t/s, tg_3s =  29.89 t/s
23.31.497.550 I slot print_timing: id  0 | task 32541 | n_gen =   7065, tg =  30.39 t/s, tg_3s =  29.88 t/s
23.34.513.650 I slot print_timing: id  0 | task 32541 | n_gen =   7155, tg =  30.39 t/s, tg_3s =  29.84 t/s
23.37.526.240 I slot print_timing: id  0 | task 32541 | n_gen =   7245, tg =  30.38 t/s, tg_3s =  29.87 t/s
23.40.534.080 I slot print_timing: id  0 | task 32541 | n_gen =   7335, tg =  30.38 t/s, tg_3s =  29.92 t/s
23.43.556.279 I slot print_timing: id  0 | task 32541 | n_gen =   7425, tg =  30.37 t/s, tg_3s =  29.78 t/s
23.46.562.702 I slot print_timing: id  0 | task 32541 | n_gen =   7515, tg =  30.36 t/s, tg_3s =  29.94 t/s
23.49.578.730 I slot print_timing: id  0 | task 32541 | n_gen =   7605, tg =  30.36 t/s, tg_3s =  29.84 t/s
23.52.592.846 I slot print_timing: id  0 | task 32541 | n_gen =   7695, tg =  30.35 t/s, tg_3s =  29.86 t/s
23.55.609.746 I slot print_timing: id  0 | task 32541 | n_gen =   7785, tg =  30.34 t/s, tg_3s =  29.83 t/s
23.58.635.032 I slot print_timing: id  0 | task 32541 | n_gen =   7875, tg =  30.34 t/s, tg_3s =  29.75 t/s
24.01.653.361 I slot print_timing: id  0 | task 32541 | n_gen =   7965, tg =  30.33 t/s, tg_3s =  29.82 t/s
24.04.675.576 I slot print_timing: id  0 | task 32541 | n_gen =   8055, tg =  30.33 t/s, tg_3s =  29.78 t/s
24.07.700.834 I slot print_timing: id  0 | task 32541 | n_gen =   8145, tg =  30.32 t/s, tg_3s =  29.75 t/s
24.09.274.104 I slot print_timing: id  0 | task 32541 | prompt eval time =    2892.11 ms /  1365 tokens (    2.12 ms per token,   471.97 tokens per second)
24.09.274.105 I slot print_timing: id  0 | task 32541 |        eval time =  270186.09 ms /  8192 tokens (   32.99 ms per token,    30.32 tokens per second)
24.09.274.106 I slot print_timing: id  0 | task 32541 |       total time =  273078.21 ms /  9557 tokens
24.09.274.107 I slot print_timing: id  0 | task 32541 |    graphs reused =      40527
24.09.274.200 I slot      release: id  0 | task 32541 | stop processing: n_tokens = 9556, truncated = 0
24.09.452.593 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 237927229175
24.09.569.960 I slot launch_slot_: id  0 | task 40735 | processing task, is_child = 0
24.15.247.676 I slot print_timing: id  0 | task 40735 | n_gen =    100, tg =  31.05 t/s, tg_3s =  31.36 t/s
24.18.267.135 I slot print_timing: id  0 | task 40735 | n_gen =    194, tg =  31.09 t/s, tg_3s =  31.13 t/s
24.21.279.011 I slot print_timing: id  0 | task 40735 | n_gen =    288, tg =  31.13 t/s, tg_3s =  31.21 t/s
24.24.288.206 I slot print_timing: id  0 | task 40735 | n_gen =    382, tg =  31.15 t/s, tg_3s =  31.24 t/s
24.27.310.504 I slot print_timing: id  0 | task 40735 | n_gen =    476, tg =  31.14 t/s, tg_3s =  31.10 t/s
24.30.334.393 I slot print_timing: id  0 | task 40735 | n_gen =    570, tg =  31.13 t/s, tg_3s =  31.09 t/s
24.33.352.901 I slot print_timing: id  0 | task 40735 | n_gen =    664, tg =  31.14 t/s, tg_3s =  31.14 t/s
24.36.356.195 I slot print_timing: id  0 | task 40735 | n_gen =    757, tg =  31.11 t/s, tg_3s =  30.97 t/s
24.39.385.505 I slot print_timing: id  0 | task 40735 | n_gen =    851, tg =  31.11 t/s, tg_3s =  31.03 t/s
24.42.393.061 I slot print_timing: id  0 | task 40735 | n_gen =    944, tg =  31.09 t/s, tg_3s =  30.92 t/s
24.45.413.047 I slot print_timing: id  0 | task 40735 | n_gen =   1037, tg =  31.06 t/s, tg_3s =  30.79 t/s
24.48.430.548 I slot print_timing: id  0 | task 40735 | n_gen =   1130, tg =  31.04 t/s, tg_3s =  30.82 t/s
24.51.462.015 I slot print_timing: id  0 | task 40735 | n_gen =   1223, tg =  31.01 t/s, tg_3s =  30.68 t/s
24.54.463.896 I slot print_timing: id  0 | task 40735 | n_gen =   1315, tg =  30.99 t/s, tg_3s =  30.65 t/s
24.57.467.336 I slot print_timing: id  0 | task 40735 | n_gen =   1407, tg =  30.96 t/s, tg_3s =  30.63 t/s
25.00.469.179 I slot print_timing: id  0 | task 40735 | n_gen =   1499, tg =  30.94 t/s, tg_3s =  30.65 t/s
25.03.493.753 I slot print_timing: id  0 | task 40735 | n_gen =   1592, tg =  30.93 t/s, tg_3s =  30.75 t/s
25.06.522.548 I slot print_timing: id  0 | task 40735 | n_gen =   1685, tg =  30.92 t/s, tg_3s =  30.71 t/s
25.09.552.591 I slot print_timing: id  0 | task 40735 | n_gen =   1778, tg =  30.91 t/s, tg_3s =  30.69 t/s
25.12.580.174 I slot print_timing: id  0 | task 40735 | n_gen =   1871, tg =  30.90 t/s, tg_3s =  30.72 t/s
25.15.610.285 I slot print_timing: id  0 | task 40735 | n_gen =   1964, tg =  30.89 t/s, tg_3s =  30.69 t/s
25.18.615.724 I slot print_timing: id  0 | task 40735 | n_gen =   2056, tg =  30.88 t/s, tg_3s =  30.61 t/s
25.21.641.013 I slot print_timing: id  0 | task 40735 | n_gen =   2149, tg =  30.87 t/s, tg_3s =  30.74 t/s
25.24.647.983 I slot print_timing: id  0 | task 40735 | n_gen =   2241, tg =  30.86 t/s, tg_3s =  30.60 t/s
25.27.652.051 I slot print_timing: id  0 | task 40735 | n_gen =   2333, tg =  30.85 t/s, tg_3s =  30.63 t/s
25.30.656.910 I slot print_timing: id  0 | task 40735 | n_gen =   2425, tg =  30.84 t/s, tg_3s =  30.62 t/s
25.33.672.074 I slot print_timing: id  0 | task 40735 | n_gen =   2517, tg =  30.83 t/s, tg_3s =  30.51 t/s
25.36.679.980 I slot print_timing: id  0 | task 40735 | n_gen =   2609, tg =  30.82 t/s, tg_3s =  30.59 t/s
25.39.688.677 I slot print_timing: id  0 | task 40735 | n_gen =   2701, tg =  30.81 t/s, tg_3s =  30.58 t/s
25.42.708.971 I slot print_timing: id  0 | task 40735 | n_gen =   2793, tg =  30.80 t/s, tg_3s =  30.46 t/s
25.45.722.257 I slot print_timing: id  0 | task 40735 | n_gen =   2885, tg =  30.79 t/s, tg_3s =  30.53 t/s
25.48.735.834 I slot print_timing: id  0 | task 40735 | n_gen =   2977, tg =  30.78 t/s, tg_3s =  30.53 t/s
25.51.758.114 I slot print_timing: id  0 | task 40735 | n_gen =   3069, tg =  30.77 t/s, tg_3s =  30.44 t/s
25.54.775.511 I slot print_timing: id  0 | task 40735 | n_gen =   3161, tg =  30.76 t/s, tg_3s =  30.49 t/s
25.57.798.504 I slot print_timing: id  0 | task 40735 | n_gen =   3253, tg =  30.75 t/s, tg_3s =  30.43 t/s
26.00.826.541 I slot print_timing: id  0 | task 40735 | n_gen =   3345, tg =  30.74 t/s, tg_3s =  30.38 t/s
26.03.848.823 I slot print_timing: id  0 | task 40735 | n_gen =   3437, tg =  30.74 t/s, tg_3s =  30.44 t/s
26.06.875.243 I slot print_timing: id  0 | task 40735 | n_gen =   3529, tg =  30.73 t/s, tg_3s =  30.40 t/s
26.09.897.828 I slot print_timing: id  0 | task 40735 | n_gen =   3621, tg =  30.72 t/s, tg_3s =  30.44 t/s
26.12.927.716 I slot print_timing: id  0 | task 40735 | n_gen =   3713, tg =  30.71 t/s, tg_3s =  30.36 t/s
26.15.932.503 I slot print_timing: id  0 | task 40735 | n_gen =   3804, tg =  30.70 t/s, tg_3s =  30.29 t/s
26.18.937.155 I slot print_timing: id  0 | task 40735 | n_gen =   3895, tg =  30.69 t/s, tg_3s =  30.29 t/s
26.21.941.317 I slot print_timing: id  0 | task 40735 | n_gen =   3986, tg =  30.68 t/s, tg_3s =  30.29 t/s
26.24.949.926 I slot print_timing: id  0 | task 40735 | n_gen =   4077, tg =  30.67 t/s, tg_3s =  30.25 t/s
26.25.576.581 I slot print_timing: id  0 | task 40735 | prompt eval time =    2488.86 ms /  1098 tokens (    2.27 ms per token,   441.17 tokens per second)
26.25.576.583 I slot print_timing: id  0 | task 40735 |        eval time =  133517.74 ms /  4096 tokens (   32.61 ms per token,    30.67 tokens per second)
26.25.576.583 I slot print_timing: id  0 | task 40735 |       total time =  136006.60 ms /  5194 tokens
26.25.576.584 I slot print_timing: id  0 | task 40735 |    graphs reused =      44605
26.25.576.652 I slot      release: id  0 | task 40735 | stop processing: n_tokens = 5193, truncated = 0
26.25.597.320 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238063531628
26.25.686.937 I slot launch_slot_: id  0 | task 44833 | processing task, is_child = 0
26.30.568.919 I slot print_timing: id  0 | task 44833 | n_gen =    100, tg =  31.45 t/s, tg_3s =  31.77 t/s
26.33.575.473 I slot print_timing: id  0 | task 44833 | n_gen =    194, tg =  31.36 t/s, tg_3s =  31.27 t/s
26.36.583.467 I slot print_timing: id  0 | task 44833 | n_gen =    288, tg =  31.32 t/s, tg_3s =  31.25 t/s
26.39.596.584 I slot print_timing: id  0 | task 44833 | n_gen =    382, tg =  31.29 t/s, tg_3s =  31.20 t/s
26.42.608.616 I slot print_timing: id  0 | task 44833 | n_gen =    476, tg =  31.28 t/s, tg_3s =  31.21 t/s
26.45.618.421 I slot print_timing: id  0 | task 44833 | n_gen =    570, tg =  31.27 t/s, tg_3s =  31.23 t/s
26.48.638.699 I slot print_timing: id  0 | task 44833 | n_gen =    664, tg =  31.25 t/s, tg_3s =  31.12 t/s
26.51.654.997 I slot print_timing: id  0 | task 44833 | n_gen =    758, tg =  31.24 t/s, tg_3s =  31.16 t/s
26.54.671.140 I slot print_timing: id  0 | task 44833 | n_gen =    852, tg =  31.23 t/s, tg_3s =  31.17 t/s
26.57.699.234 I slot print_timing: id  0 | task 44833 | n_gen =    946, tg =  31.21 t/s, tg_3s =  31.04 t/s
27.00.717.759 I slot print_timing: id  0 | task 44833 | n_gen =   1040, tg =  31.20 t/s, tg_3s =  31.14 t/s
27.03.718.653 I slot print_timing: id  0 | task 44833 | n_gen =   1133, tg =  31.19 t/s, tg_3s =  30.99 t/s
27.06.724.183 I slot print_timing: id  0 | task 44833 | n_gen =   1226, tg =  31.17 t/s, tg_3s =  30.94 t/s
27.09.726.790 I slot print_timing: id  0 | task 44833 | n_gen =   1319, tg =  31.15 t/s, tg_3s =  30.97 t/s
27.12.743.439 I slot print_timing: id  0 | task 44833 | n_gen =   1412, tg =  31.13 t/s, tg_3s =  30.83 t/s
27.15.763.131 I slot print_timing: id  0 | task 44833 | n_gen =   1505, tg =  31.11 t/s, tg_3s =  30.80 t/s
27.18.792.236 I slot print_timing: id  0 | task 44833 | n_gen =   1598, tg =  31.09 t/s, tg_3s =  30.70 t/s
27.21.795.222 I slot print_timing: id  0 | task 44833 | n_gen =   1690, tg =  31.06 t/s, tg_3s =  30.64 t/s
27.24.798.537 I slot print_timing: id  0 | task 44833 | n_gen =   1782, tg =  31.04 t/s, tg_3s =  30.63 t/s
27.27.805.756 I slot print_timing: id  0 | task 44833 | n_gen =   1874, tg =  31.02 t/s, tg_3s =  30.59 t/s
27.30.837.461 I slot print_timing: id  0 | task 44833 | n_gen =   1967, tg =  31.00 t/s, tg_3s =  30.68 t/s
27.33.862.295 I slot print_timing: id  0 | task 44833 | n_gen =   2060, tg =  30.99 t/s, tg_3s =  30.75 t/s
27.36.884.598 I slot print_timing: id  0 | task 44833 | n_gen =   2153, tg =  30.98 t/s, tg_3s =  30.77 t/s
27.39.887.214 I slot print_timing: id  0 | task 44833 | n_gen =   2245, tg =  30.97 t/s, tg_3s =  30.64 t/s
27.42.917.836 I slot print_timing: id  0 | task 44833 | n_gen =   2338, tg =  30.95 t/s, tg_3s =  30.69 t/s
27.45.947.697 I slot print_timing: id  0 | task 44833 | n_gen =   2431, tg =  30.94 t/s, tg_3s =  30.69 t/s
27.48.978.422 I slot print_timing: id  0 | task 44833 | n_gen =   2524, tg =  30.94 t/s, tg_3s =  30.69 t/s
27.52.010.173 I slot print_timing: id  0 | task 44833 | n_gen =   2617, tg =  30.93 t/s, tg_3s =  30.68 t/s
27.55.016.339 I slot print_timing: id  0 | task 44833 | n_gen =   2709, tg =  30.91 t/s, tg_3s =  30.60 t/s
27.58.022.073 I slot print_timing: id  0 | task 44833 | n_gen =   2801, tg =  30.90 t/s, tg_3s =  30.61 t/s
28.01.026.942 I slot print_timing: id  0 | task 44833 | n_gen =   2893, tg =  30.90 t/s, tg_3s =  30.62 t/s
28.04.038.817 I slot print_timing: id  0 | task 44833 | n_gen =   2985, tg =  30.88 t/s, tg_3s =  30.55 t/s
28.07.048.556 I slot print_timing: id  0 | task 44833 | n_gen =   3077, tg =  30.87 t/s, tg_3s =  30.57 t/s
28.10.054.435 I slot print_timing: id  0 | task 44833 | n_gen =   3169, tg =  30.87 t/s, tg_3s =  30.61 t/s
28.13.071.084 I slot print_timing: id  0 | task 44833 | n_gen =   3261, tg =  30.86 t/s, tg_3s =  30.50 t/s
28.16.080.430 I slot print_timing: id  0 | task 44833 | n_gen =   3353, tg =  30.85 t/s, tg_3s =  30.57 t/s
28.19.092.458 I slot print_timing: id  0 | task 44833 | n_gen =   3445, tg =  30.84 t/s, tg_3s =  30.54 t/s
28.22.096.314 I slot print_timing: id  0 | task 44833 | n_gen =   3537, tg =  30.83 t/s, tg_3s =  30.63 t/s
28.25.104.159 I slot print_timing: id  0 | task 44833 | n_gen =   3629, tg =  30.83 t/s, tg_3s =  30.59 t/s
28.28.125.360 I slot print_timing: id  0 | task 44833 | n_gen =   3721, tg =  30.82 t/s, tg_3s =  30.45 t/s
28.31.149.125 I slot print_timing: id  0 | task 44833 | n_gen =   3813, tg =  30.81 t/s, tg_3s =  30.43 t/s
28.34.167.358 I slot print_timing: id  0 | task 44833 | n_gen =   3905, tg =  30.80 t/s, tg_3s =  30.48 t/s
28.37.198.199 I slot print_timing: id  0 | task 44833 | n_gen =   3997, tg =  30.79 t/s, tg_3s =  30.35 t/s
28.38.937.614 I slot print_timing: id  0 | task 44833 | prompt eval time =    1733.85 ms /   662 tokens (    2.62 ms per token,   381.81 tokens per second)
28.38.937.616 I slot print_timing: id  0 | task 44833 |        eval time =  131516.81 ms /  4050 tokens (   32.48 ms per token,    30.79 tokens per second)
28.38.937.617 I slot print_timing: id  0 | task 44833 |       total time =  133250.65 ms /  4712 tokens
28.38.937.618 I slot print_timing: id  0 | task 44833 |    graphs reused =      48637
28.38.937.680 I slot      release: id  0 | task 44833 | stop processing: n_tokens = 4711, truncated = 0
28.39.013.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238196892655
28.39.100.920 I slot launch_slot_: id  0 | task 48885 | processing task, is_child = 0
28.43.976.681 I slot print_timing: id  0 | task 48885 | n_gen =    100, tg =  31.54 t/s, tg_3s =  31.86 t/s
28.46.980.784 I slot print_timing: id  0 | task 48885 | n_gen =    194, tg =  31.42 t/s, tg_3s =  31.29 t/s
28.49.982.985 I slot print_timing: id  0 | task 48885 | n_gen =    288, tg =  31.38 t/s, tg_3s =  31.31 t/s
28.52.998.676 I slot print_timing: id  0 | task 48885 | n_gen =    382, tg =  31.33 t/s, tg_3s =  31.17 t/s
28.56.009.931 I slot print_timing: id  0 | task 48885 | n_gen =    476, tg =  31.31 t/s, tg_3s =  31.22 t/s
28.59.019.057 I slot print_timing: id  0 | task 48885 | n_gen =    570, tg =  31.30 t/s, tg_3s =  31.24 t/s
29.02.037.160 I slot print_timing: id  0 | task 48885 | n_gen =    664, tg =  31.27 t/s, tg_3s =  31.15 t/s
29.05.057.164 I slot print_timing: id  0 | task 48885 | n_gen =    758, tg =  31.26 t/s, tg_3s =  31.13 t/s
29.08.071.591 I slot print_timing: id  0 | task 48885 | n_gen =    852, tg =  31.25 t/s, tg_3s =  31.18 t/s
29.11.097.848 I slot print_timing: id  0 | task 48885 | n_gen =    946, tg =  31.23 t/s, tg_3s =  31.06 t/s
29.14.115.708 I slot print_timing: id  0 | task 48885 | n_gen =   1040, tg =  31.22 t/s, tg_3s =  31.15 t/s
29.17.136.837 I slot print_timing: id  0 | task 48885 | n_gen =   1134, tg =  31.21 t/s, tg_3s =  31.11 t/s
29.20.145.745 I slot print_timing: id  0 | task 48885 | n_gen =   1227, tg =  31.19 t/s, tg_3s =  30.91 t/s
29.23.176.803 I slot print_timing: id  0 | task 48885 | n_gen =   1321, tg =  31.18 t/s, tg_3s =  31.01 t/s
29.26.189.427 I slot print_timing: id  0 | task 48885 | n_gen =   1414, tg =  31.16 t/s, tg_3s =  30.87 t/s
29.29.201.682 I slot print_timing: id  0 | task 48885 | n_gen =   1507, tg =  31.14 t/s, tg_3s =  30.87 t/s
29.32.215.406 I slot print_timing: id  0 | task 48885 | n_gen =   1600, tg =  31.12 t/s, tg_3s =  30.86 t/s
29.35.247.336 I slot print_timing: id  0 | task 48885 | n_gen =   1693, tg =  31.10 t/s, tg_3s =  30.67 t/s
29.38.248.279 I slot print_timing: id  0 | task 48885 | n_gen =   1785, tg =  31.07 t/s, tg_3s =  30.66 t/s
